"timestamp", "logmsg", "http.contentType", "json.Device_Model", "json.LEVEL", "json.Message", "logtypes", "tags", "http.clientHost"
"2018-12-07 23:59:59.679 +01:00","{""LEVEL"":""Log"",""Message"":""508c4d718be3dc79804615e955848d42_2018\/12\/07 23:59:58_button_gameStarted"",""Stack_Trace"":"""",""Device_Model"":""motorola Moto G (5) Plus""}","application/x-www-form-urlencoded","motorola Moto G (5) Plus","Log","508c4d718be3dc79804615e955848d42_2018/12/07 23:59:58_button_gameStarted","['json']","['Unity3D']","109.133.84.51"
"2018-12-07 23:55:54.141 +01:00","{""LEVEL"":""Log"",""Message"":""122adcdb3a0470e3dd6020a569f2a23a_2018\/12\/07 23:55:54_release_6635"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J320F""}","application/x-www-form-urlencoded","samsung SM-J320F","Log","122adcdb3a0470e3dd6020a569f2a23a_2018/12/07 23:55:54_release_6635","['json']","['Unity3D']","84.196.180.116"
"2018-12-07 23:55:54.092 +01:00","{""LEVEL"":""Log"",""Message"":""122adcdb3a0470e3dd6020a569f2a23a_2018\/12\/07 23:55:54_release_gameOver"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J320F""}","application/x-www-form-urlencoded","samsung SM-J320F","Log","122adcdb3a0470e3dd6020a569f2a23a_2018/12/07 23:55:54_release_gameOver","['json']","['Unity3D']","84.196.180.116"
"2018-12-07 23:53:50.192 +01:00","{""LEVEL"":""Log"",""Message"":""122adcdb3a0470e3dd6020a569f2a23a_2018\/12\/07 23:53:50_release_gameResumed"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J320F""}","application/x-www-form-urlencoded","samsung SM-J320F","Log","122adcdb3a0470e3dd6020a569f2a23a_2018/12/07 23:53:50_release_gameResumed","['json']","['Unity3D']","84.196.180.116"
"2018-12-07 23:53:47.048 +01:00","{""LEVEL"":""Log"",""Message"":""122adcdb3a0470e3dd6020a569f2a23a_2018\/12\/07 23:53:46_release_gameStarted"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J320F""}","application/x-www-form-urlencoded","samsung SM-J320F","Log","122adcdb3a0470e3dd6020a569f2a23a_2018/12/07 23:53:46_release_gameStarted","['json']","['Unity3D']","84.196.180.116"
"2018-12-07 23:53:36.380 +01:00","{""LEVEL"":""Log"",""Message"":""122adcdb3a0470e3dd6020a569f2a23a_2018\/12\/07 23:53:36_release_gameOver"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J320F""}","application/x-www-form-urlencoded","samsung SM-J320F","Log","122adcdb3a0470e3dd6020a569f2a23a_2018/12/07 23:53:36_release_gameOver","['json']","['Unity3D']","84.196.180.116"
"2018-12-07 23:53:36.372 +01:00","{""LEVEL"":""Log"",""Message"":""122adcdb3a0470e3dd6020a569f2a23a_2018\/12\/07 23:53:36_release_3661"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J320F""}","application/x-www-form-urlencoded","samsung SM-J320F","Log","122adcdb3a0470e3dd6020a569f2a23a_2018/12/07 23:53:36_release_3661","['json']","['Unity3D']","84.196.180.116"
"2018-12-07 23:52:06.761 +01:00","{""LEVEL"":""Log"",""Message"":""122adcdb3a0470e3dd6020a569f2a23a_2018\/12\/07 23:52:07_release_gameResumed"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J320F""}","application/x-www-form-urlencoded","samsung SM-J320F","Log","122adcdb3a0470e3dd6020a569f2a23a_2018/12/07 23:52:07_release_gameResumed","['json']","['Unity3D']","84.196.180.116"
"2018-12-07 23:52:04.129 +01:00","{""LEVEL"":""Log"",""Message"":""122adcdb3a0470e3dd6020a569f2a23a_2018\/12\/07 23:52:03_release_gameStarted"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J320F""}","application/x-www-form-urlencoded","samsung SM-J320F","Log","122adcdb3a0470e3dd6020a569f2a23a_2018/12/07 23:52:03_release_gameStarted","['json']","['Unity3D']","84.196.180.116"
"2018-12-07 23:46:08.624 +01:00","{""LEVEL"":""Log"",""Message"":""122adcdb3a0470e3dd6020a569f2a23a_2018\/12\/07 23:46:08_release_gameStarted"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J320F""}","application/x-www-form-urlencoded","samsung SM-J320F","Log","122adcdb3a0470e3dd6020a569f2a23a_2018/12/07 23:46:08_release_gameStarted","['json']","['Unity3D']","84.196.180.116"
