"timestamp", "logmsg", "http.contentType", "json.Device_Model", "json.LEVEL", "json.Message", "logtypes", "tags", "http.clientHost"
"2018-12-13 11:04:48.146 +01:00","{""LEVEL"":""Log"",""Message"":""f899ce3f11ea0283e1edaf51766c9227_2018\/12\/13 11:04:47_button_610"",""Stack_Trace"":"""",""Device_Model"":""LGE LG-M700""}","application/x-www-form-urlencoded","LGE LG-M700","Log","f899ce3f11ea0283e1edaf51766c9227_2018/12/13 11:04:47_button_610","['json']","['Unity3D']",""
"2018-12-13 11:04:48.109 +01:00","{""LEVEL"":""Log"",""Message"":""f899ce3f11ea0283e1edaf51766c9227_2018\/12\/13 11:04:47_button_gameOver"",""Stack_Trace"":"""",""Device_Model"":""LGE LG-M700""}","application/x-www-form-urlencoded","LGE LG-M700","Log","f899ce3f11ea0283e1edaf51766c9227_2018/12/13 11:04:47_button_gameOver","['json']","['Unity3D']",""
"2018-12-13 11:04:07.889 +01:00","{""LEVEL"":""Log"",""Message"":""f899ce3f11ea0283e1edaf51766c9227_2018\/12\/13 11:04:07_button_gameResumed"",""Stack_Trace"":"""",""Device_Model"":""LGE LG-M700""}","application/x-www-form-urlencoded","LGE LG-M700","Log","f899ce3f11ea0283e1edaf51766c9227_2018/12/13 11:04:07_button_gameResumed","['json']","['Unity3D']",""
"2018-12-13 11:03:59.687 +01:00","{""LEVEL"":""Log"",""Message"":""f899ce3f11ea0283e1edaf51766c9227_2018\/12\/13 11:03:59_button_gameStarted"",""Stack_Trace"":"""",""Device_Model"":""LGE LG-M700""}","application/x-www-form-urlencoded","LGE LG-M700","Log","f899ce3f11ea0283e1edaf51766c9227_2018/12/13 11:03:59_button_gameStarted","['json']","['Unity3D']",""
"2018-12-13 11:03:49.579 +01:00","{""LEVEL"":""Log"",""Message"":""f899ce3f11ea0283e1edaf51766c9227_2018\/12\/13 11:03:49_button_5645"",""Stack_Trace"":"""",""Device_Model"":""LGE LG-M700""}","application/x-www-form-urlencoded","LGE LG-M700","Log","f899ce3f11ea0283e1edaf51766c9227_2018/12/13 11:03:49_button_5645","['json']","['Unity3D']",""
"2018-12-13 11:03:49.572 +01:00","{""LEVEL"":""Log"",""Message"":""f899ce3f11ea0283e1edaf51766c9227_2018\/12\/13 11:03:49_button_gameOver"",""Stack_Trace"":"""",""Device_Model"":""LGE LG-M700""}","application/x-www-form-urlencoded","LGE LG-M700","Log","f899ce3f11ea0283e1edaf51766c9227_2018/12/13 11:03:49_button_gameOver","['json']","['Unity3D']",""
"2018-12-13 11:02:30.107 +01:00","{""LEVEL"":""Log"",""Message"":""f899ce3f11ea0283e1edaf51766c9227_2018\/12\/13 11:02:29_button_gameResumed"",""Stack_Trace"":"""",""Device_Model"":""LGE LG-M700""}","application/x-www-form-urlencoded","LGE LG-M700","Log","f899ce3f11ea0283e1edaf51766c9227_2018/12/13 11:02:29_button_gameResumed","['json']","['Unity3D']","81.164.124.134"
"2018-12-13 11:02:29.625 +01:00","{""LEVEL"":""Log"",""Message"":""f899ce3f11ea0283e1edaf51766c9227_2018\/12\/13 11:02:28_button_gameStarted"",""Stack_Trace"":"""",""Device_Model"":""LGE LG-M700""}","application/x-www-form-urlencoded","LGE LG-M700","Log","f899ce3f11ea0283e1edaf51766c9227_2018/12/13 11:02:28_button_gameStarted","['json']","['Unity3D']","81.164.124.134"
"2018-12-13 11:02:14.412 +01:00","{""LEVEL"":""Log"",""Message"":""7bb047cc6b850801f17e677f9ff8699b_2018\/12\/13 11:02:14_release_gamePaused"",""Stack_Trace"":"""",""Device_Model"":""motorola Moto G (4)""}","application/x-www-form-urlencoded","motorola Moto G (4)","Log","7bb047cc6b850801f17e677f9ff8699b_2018/12/13 11:02:14_release_gamePaused","['json']","['Unity3D']","81.164.124.134"
"2018-12-13 11:02:14.158 +01:00","{""LEVEL"":""Log"",""Message"":""7bb047cc6b850801f17e677f9ff8699b_2018\/12\/13 11:02:14_release_gameResumed"",""Stack_Trace"":"""",""Device_Model"":""motorola Moto G (4)""}","application/x-www-form-urlencoded","motorola Moto G (4)","Log","7bb047cc6b850801f17e677f9ff8699b_2018/12/13 11:02:14_release_gameResumed","['json']","['Unity3D']","81.164.124.134"
"2018-12-13 11:02:13.386 +01:00","{""LEVEL"":""Log"",""Message"":""7bb047cc6b850801f17e677f9ff8699b_2018\/12\/13 11:02:13_release_gamePaused"",""Stack_Trace"":"""",""Device_Model"":""motorola Moto G (4)""}","application/x-www-form-urlencoded","motorola Moto G (4)","Log","7bb047cc6b850801f17e677f9ff8699b_2018/12/13 11:02:13_release_gamePaused","['json']","['Unity3D']","81.164.124.134"
"2018-12-13 11:01:48.583 +01:00","{""LEVEL"":""Log"",""Message"":""7bb047cc6b850801f17e677f9ff8699b_2018\/12\/13 11:01:48_release_gameResumed"",""Stack_Trace"":"""",""Device_Model"":""motorola Moto G (4)""}","application/x-www-form-urlencoded","motorola Moto G (4)","Log","7bb047cc6b850801f17e677f9ff8699b_2018/12/13 11:01:48_release_gameResumed","['json']","['Unity3D']","81.164.124.134"
"2018-12-13 11:01:48.222 +01:00","{""LEVEL"":""Log"",""Message"":""7bb047cc6b850801f17e677f9ff8699b_2018\/12\/13 11:01:47_release_gameStarted"",""Stack_Trace"":"""",""Device_Model"":""motorola Moto G (4)""}","application/x-www-form-urlencoded","motorola Moto G (4)","Log","7bb047cc6b850801f17e677f9ff8699b_2018/12/13 11:01:47_release_gameStarted","['json']","['Unity3D']","81.164.124.134"
"2018-12-13 10:58:12.784 +01:00","{""LEVEL"":""Log"",""Message"":""b9fdfe0df9ee3d8164f2af1211600bb7_2018\/12\/13 10:58:12_button_gameOver"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-N950F""}","application/x-www-form-urlencoded","samsung SM-N950F","Log","b9fdfe0df9ee3d8164f2af1211600bb7_2018/12/13 10:58:12_button_gameOver","['json']","['Unity3D']","94.109.50.56"
"2018-12-13 10:58:12.751 +01:00","{""LEVEL"":""Log"",""Message"":""b9fdfe0df9ee3d8164f2af1211600bb7_2018\/12\/13 10:58:12_button_847"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-N950F""}","application/x-www-form-urlencoded","samsung SM-N950F","Log","b9fdfe0df9ee3d8164f2af1211600bb7_2018/12/13 10:58:12_button_847","['json']","['Unity3D']","94.109.50.56"
"2018-12-13 10:57:31.333 +01:00","{""LEVEL"":""Log"",""Message"":""b9fdfe0df9ee3d8164f2af1211600bb7_2018\/12\/13 10:57:30_button_gameResumed"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-N950F""}","application/x-www-form-urlencoded","samsung SM-N950F","Log","b9fdfe0df9ee3d8164f2af1211600bb7_2018/12/13 10:57:30_button_gameResumed","['json']","['Unity3D']","94.109.50.56"
"2018-12-13 10:57:30.572 +01:00","{""LEVEL"":""Log"",""Message"":""b9fdfe0df9ee3d8164f2af1211600bb7_2018\/12\/13 10:57:29_button_gameStarted"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-N950F""}","application/x-www-form-urlencoded","samsung SM-N950F","Log","b9fdfe0df9ee3d8164f2af1211600bb7_2018/12/13 10:57:29_button_gameStarted","['json']","['Unity3D']","94.109.50.56"
"2018-12-13 07:43:00.127 +01:00","{""LEVEL"":""Log"",""Message"":""7cf4545664e481a536beb8574bd58ff0_2018\/12\/13 07:42:59_release_gameOver"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J330FN""}","application/x-www-form-urlencoded","samsung SM-J330FN","Log","7cf4545664e481a536beb8574bd58ff0_2018/12/13 07:42:59_release_gameOver","['json']","['Unity3D']",""
"2018-12-13 07:43:00.001 +01:00","{""LEVEL"":""Log"",""Message"":""7cf4545664e481a536beb8574bd58ff0_2018\/12\/13 07:42:59_release_2870"",""Stack_Trace"":"""",""Device_Model"":""samsung SM-J330FN""}","application/x-www-form-urlencoded","samsung SM-J330FN","Log","7cf4545664e481a536beb8574bd58ff0_2018/12/13 07:42:59_release_2870","['json']","['Unity3D']","84.86.53.115"
